ACADEMIC_YEAR,CURRENT_APPLICATION_NUMBER,CURRENT_INSTITUTE_NAME,CURRENT_INSTITUTE_ADDRESS,PROGRAMME,LEVEL_CATEGORY,INSTI_REGION,INSTI_STATE,INSTITUTE_DISTRICT,INSTI_CITY,INST_TYPE,WOMEN_INST_FLAG,MINORITY_FLAG,sno
2015-2016,1-2453390490,SWAMI RAMANAND TEERTH POLYTECHINIC COLLEGE,"AT. BALANTWADI, POST GHODAJ,TQ.KANDHAR,DIST. NANDED",ENGINEERING AND TECHNOLOGY,DIPLOMA,Western,Maharashtra,NANDED,KANDHAR,Unaided - Private,N,"N",407
2015-2016,1-2453503685,DR.NANDKUMAR Y. TASGAONKAR POLYTECHNIC,"SAU. VANDANA N TASGAONKAR TECHNICAL EDUCATION COMPLEX, PLOT NO 14, VILLAGE-DIKSAL, POST-KOSHANE, KALYAN-KARJAT ROAD, OPP. BHIVPURI ROAD RAILWAY STATION, TAL-KARJAT",ENGINEERING AND TECHNOLOGY,DIPLOMA,Western,Maharashtra,RAIGAD,KARJAT,Unaided - Private,N,"N",408
2015-2016,1-2494695897,CO-OPERATIVE INSTITUTE OF MANAGEMENT AND TECHNOLOGY,"MONVILA
KULATHOOR P.O",MANAGEMENT,PG,South-West,Kerala,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,Unaided - Private,N,"N",409
2015-2016,1-2453410473,"MATRIX BUSINESS SCHOOL, PUNE","SURVEY NO. 9/1/5 & 9/2/4, NEXT TO SINHGAD SCIENCE COLLEGE, WADGAON, AMBEGAON BUDRUK, OFF WESTERNLY BY PASS ROAD, PUNE â€“ 411041",MANAGEMENT,PG,Western,Maharashtra,PUNE,CITY,Unaided - Private,N,"N",410
2015-2016,1-2453485191,SINHGAD INSTITUTE OF BUSINESS MANAGEMENT (MBA),"GAT NO. 273/2/A, KAMLAPUR 
TAL. SANGOLA, DIST. SOLAPUR",MANAGEMENT,PG,Western,Maharashtra,SOLAPUR,KAMLAPUR,Unaided - Private,N,"N",411
2015-2016,1-2453824759,GOKARAJU RANGARAJU INSTITUTE OF ENGINEERING & TECHNOLOGY(MCA),"BACHUPALLY, HYDERABAD",MCA,PG,South-Central,Telangana,RANGAREDDI,HYDERABAD,Unaided - Private,N,"N",412
2015-2016,1-2453734473,VIJAY INSTITUTE OF TECHNOLOGY AND SCIENCES,"VILLAGE&POST: MARKAL,
MANDAL: SADASHIVA NAGAR,
TOWN: KAMAREDDY,
DISTRICT: NIZAMABAD
PIN:503145",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,NIZAMABAD,KAMAREDDY,Unaided - Private,N,"N",413
2015-2016,1-2453827400,SRI VASAVI INSTITUTE OF ENGINEERING AND TECHNOLOGY,"KANURU (NEAR TANUKU), W.G.DT - 534329",ENGINEERING AND TECHNOLOGY,UG,South-Central,Andhra Pradesh,WEST GODAVARI,KANURU,Unaided - Private,N,"N",414
2015-2016,1-2453827400,SRI VASAVI INSTITUTE OF ENGINEERING AND TECHNOLOGY,"KANURU (NEAR TANUKU), W.G.DT - 534329",ENGINEERING AND TECHNOLOGY,DIPLOMA,South-Central,Andhra Pradesh,WEST GODAVARI,KANURU,Unaided - Private,N,"N",415
2015-2016,1-2455060146,UPES INSTITUTE OF MANAGEMENT,"NAGAL HATNALA  P.O. KULHAN  SAHASTRADHARA ROAD, DEHRADUN",MANAGEMENT,PG,Northern,Uttarakhand,DEHRADUN,DEHRADUN,Unaided - Private,N,"N",416
2015-2016,1-2455071248,DOON INSTITUTE OF MANAGEMENT AND TECHNOLOGY,"VILLAGE PAUDWALA
RAJAWALA ROAD",MANAGEMENT,PG,Northern,Uttarakhand,DEHRADUN,DEHRADUN,Unaided - Private,N,"N",417
2015-2016,1-2451449150,APEX MANAGEMENT INSTITUTE,"A - 201, RANGAMATI PATH, SEC - 2C, BIDHANNAGAR, DURGAPUR - 713212",MANAGEMENT,PG,Eastern,West Bengal,BARDHAMAN,DURGAPUR,Unaided - Private,N,"N",418
2015-2016,1-2523155211,V.S.R & N.V.R COLLEGE,TENALI,MCA,PG,South-Central,Andhra Pradesh,GUNTUR,TENALI,Unaided - Private,N,"N",419
2015-2016,1-2522199254,MATRIX INSTITUTE OF TECHNOLOGY,"CHEEKATIMAMIDI(V),
BOMMALARAMARAM(M),
NALGONDA(DIST).",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,NALGONDA,HYDERABAD,Unaided - Private,N,"N",420
2015-2016,1-2522199254,MATRIX INSTITUTE OF TECHNOLOGY,"CHEEKATIMAMIDI(V),
BOMMALARAMARAM(M),
NALGONDA(DIST).",MANAGEMENT,PG,South-Central,Telangana,NALGONDA,HYDERABAD,Unaided - Private,N,"N",421
2015-2016,1-2523155945,AISHWARYA INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH,"NO. 42/65, JNANAGANGANGANAGAR, 
MYSORE -MAGADI RING ROAD, 
OPP. BANGALORE UNIVERSITY STAFF QUARTERS,
MALLATHA HALLI, BANGALORE - 560 056",MANAGEMENT,PG,South-West,Karnataka,BANGALORE URBAN,BANGALORE,Unaided - Private,N,"N",422
2015-2016,1-2452604943,NOVEL INSTITUTE OF MANAGEMENT STUDIES,"PLOT NO. GP-193, ""G"" BLOCK, MIDC, CHINCHWAD,PUNE.",MANAGEMENT,PG,Western,Maharashtra,PUNE,PIMPRI CHINCHWAD,Unaided - Private,N,"N",423
2015-2016,1-2453734473,VIJAY INSTITUTE OF TECHNOLOGY AND SCIENCES,"VILLAGE&POST: MARKAL,
MANDAL: SADASHIVA NAGAR,
TOWN: KAMAREDDY,
DISTRICT: NIZAMABAD
PIN:503145",ENGINEERING AND TECHNOLOGY,DIPLOMA,South-Central,Telangana,NIZAMABAD,KAMAREDDY,Unaided - Private,N,"N",424
2015-2016,1-2453734473,VIJAY INSTITUTE OF TECHNOLOGY AND SCIENCES,"VILLAGE&POST: MARKAL,
MANDAL: SADASHIVA NAGAR,
TOWN: KAMAREDDY,
DISTRICT: NIZAMABAD
PIN:503145",ENGINEERING AND TECHNOLOGY,PG,South-Central,Telangana,NIZAMABAD,KAMAREDDY,Unaided - Private,N,"N",425
2015-2016,1-2453827400,SRI VASAVI INSTITUTE OF ENGINEERING AND TECHNOLOGY,"KANURU (NEAR TANUKU), W.G.DT - 534329",MANAGEMENT,PG,South-Central,Andhra Pradesh,WEST GODAVARI,KANURU,Unaided - Private,N,"N",426
2015-2016,1-2453805920,SAI-SUDHIR INSTITUTE OF ENGINEERING & TECHNOLOGY,"SY. NO : 112, 106, KUNDANPALLY (V), KEESARA (M), RANGA REDDY,",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,HYDERABAD,HYDERABAD,Unaided - Private,N,"N",427
2015-2016,1-2452261579,SINHGAD BUSINESS SCHOOL,"GAT NO.273/2/A, KEGAON, SOLAPUR-PUNE NATIONAL HIGHWAY, SOLAPUR-413255, MAHARASHTRA",MANAGEMENT,PG,Western,Maharashtra,SOLAPUR,SOLAPUR,Unaided - Private,N,"N",428
2015-2016,1-2453755045,SUPRABHATH GROUP OF INSTITUTIONS,"GAYATHRI NAGAR
NOMULA (V)
MANCHAL (M)
NEAR IBRAHIMPATNAM 
HYDERABAD - 
501 508
RR DT., A.P.",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,RANGAREDDI,HYDEARABAD,Unaided - Private,N,"N",429
2015-2016,1-2453755045,SUPRABHATH GROUP OF INSTITUTIONS,"GAYATHRI NAGAR
NOMULA (V)
MANCHAL (M)
NEAR IBRAHIMPATNAM 
HYDERABAD - 
501 508
RR DT., A.P.",PHARMACY,PG,South-Central,Telangana,RANGAREDDI,HYDEARABAD,Unaided - Private,N,"N",430
2015-2016,1-2453805920,SAI-SUDHIR INSTITUTE OF ENGINEERING & TECHNOLOGY,"SY. NO : 112, 106, KUNDANPALLY (V), KEESARA (M), RANGA REDDY,",ENGINEERING AND TECHNOLOGY,PG,South-Central,Telangana,HYDERABAD,HYDERABAD,Unaided - Private,N,"N",431
2015-2016,1-2453814182,KUNDA COLLEGE OF TECHNOLOGY AND MANAGEMENT,"R.S NO. 165/1 , BODDANAPALLI, 
AGIRIPALLI (M)",MANAGEMENT,PG,South-Central,Andhra Pradesh,KRISHNA,VIJAYAWADA,Unaided - Private,N,"N",432
2015-2016,1-2451162692,AZAD COLLEGE OF COMPUTERS,"MOINABAD
RANGA REDDY DISTRICT",MCA,PG,South-Central,Telangana,RANGAREDDI,HYDERABAD,Unaided - Private,N,"Y",433
2015-2016,1-2453755045,SUPRABHATH GROUP OF INSTITUTIONS,"GAYATHRI NAGAR
NOMULA (V)
MANCHAL (M)
NEAR IBRAHIMPATNAM 
HYDERABAD - 
501 508
RR DT., A.P.",MANAGEMENT,PG,South-Central,Telangana,RANGAREDDI,HYDEARABAD,Unaided - Private,N,"N",434
2015-2016,1-2453755045,SUPRABHATH GROUP OF INSTITUTIONS,"GAYATHRI NAGAR
NOMULA (V)
MANCHAL (M)
NEAR IBRAHIMPATNAM 
HYDERABAD - 
501 508
RR DT., A.P.",PHARMACY,UG,South-Central,Telangana,RANGAREDDI,HYDEARABAD,Unaided - Private,N,"N",435
2015-2016,1-2453755045,SUPRABHATH GROUP OF INSTITUTIONS,"GAYATHRI NAGAR
NOMULA (V)
MANCHAL (M)
NEAR IBRAHIMPATNAM 
HYDERABAD - 
501 508
RR DT., A.P.",ENGINEERING AND TECHNOLOGY,PG,South-Central,Telangana,RANGAREDDI,HYDEARABAD,Unaided - Private,N,"N",436
2015-2016,1-2453755045,SUPRABHATH GROUP OF INSTITUTIONS,"GAYATHRI NAGAR
NOMULA (V)
MANCHAL (M)
NEAR IBRAHIMPATNAM 
HYDERABAD - 
501 508
RR DT., A.P.",ENGINEERING AND TECHNOLOGY,DIPLOMA,South-Central,Telangana,RANGAREDDI,HYDEARABAD,Unaided - Private,N,"N",437
2015-2016,1-2486860845,DR. BHARAT BARAD INSTITUTE OF MANAGEMENT & COMPUTER SCIENCE,"VERAVAL - KODINAR HIGHWAY,",MANAGEMENT,PG,Central,Gujarat,JUNAGADH,SUTRAPADA,Unaided - Private,N,"N",438
2015-2016,1-2486860845,DR. BHARAT BARAD INSTITUTE OF MANAGEMENT & COMPUTER SCIENCE,"VERAVAL - KODINAR HIGHWAY,",MCA,PG,Central,Gujarat,JUNAGADH,SUTRAPADA,Unaided - Private,N,"N",439
2015-2016,1-2454008457,SINHGAD INSTITUTE OF BUSINESS MANAGEMENT (MCA),"GAT NO. 273/2/A, A/P. KAMLAPUR, TAL. SANGOLA, DIST. SOLAPUR",MCA,PG,Western,Maharashtra,SOLAPUR,KAMLAPUR,Unaided - Private,N,"N",440
2015-2016,1-2454122836,S K N SINHGAD BUSINESS SCHOOL,"AT POST KORTI, TALUKA PANDHARPUR, PANDHARPUR - KARAD ROAD, DIST SOLAPUR -413304",MANAGEMENT,PG,Western,Maharashtra,SOLAPUR,PANDHARPUR,Unaided - Private,N,"N",441
2015-2016,1-2454100162,NRUPATUNGA DEGREE P.G. COLLEGE,"H.NO.3-4-373 & 374
LINGAMPALLY,
KACHIUGDA,
HYDERABAD",MCA,PG,South-Central,Telangana,HYDERABAD,HYDERABAD,Unaided - Private,N,"N",442
2015-2016,1-2454100162,NRUPATUNGA DEGREE P.G. COLLEGE,"H.NO.3-4-373 & 374
LINGAMPALLY,
KACHIUGDA,
HYDERABAD",MANAGEMENT,PG,South-Central,Telangana,HYDERABAD,HYDERABAD,Unaided - Private,N,"N",443
2015-2016,1-2454141293,S. R. COLLEGE OF PHARMACY,"ANANTHASAGAR (VIL.),
HASANPARTHY (MDL.)
WARANGAL (DIST.),
ANDHRA PRADESH.",PHARMACY,UG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,N,"N",444
2015-2016,1-2454141293,S. R. COLLEGE OF PHARMACY,"ANANTHASAGAR (VIL.),
HASANPARTHY (MDL.)
WARANGAL (DIST.),
ANDHRA PRADESH.",PHARMACY,PG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,N,"N",445
2015-2016,1-2498408235,M.P.PATEL COLLEGE OF PHARMACY,"JEEVANSHILP CAMPUS, GAROD ROAD,KAPADWANJ",PHARMACY,UG,Central,Gujarat,KHEDA,KAPADWANJ,Unaided - Private,N,"N",446
2015-2016,1-2454068717,JAYA PRAKASH NARAYAN EDUCATIONAL SOCIETY GROUP OF INSTITUTIONS,"OPPOSITE BAGHIRATHA COLONY
JPN NAGAR; BOOTHPUR ROAD",ENGINEERING AND TECHNOLOGY,PG,South-Central,Telangana,MAHABUBNAGAR,MAHABUBNAGAR,Unaided - Private,N,"N",447
2015-2016,1-2452196728,SMT. S. H. MANSUKHANI INSTITUTE OF TECHNOLOGY,"CHM CAMPUS,
OPPOSITE ULHASNAGAR RAILWAY STATION,
ULHASNAGAR",ENGINEERING AND TECHNOLOGY,DIPLOMA,Western,Maharashtra,THANE,ULHASNAGAR,Unaided - Private,N,"Y",448
2015-2016,1-2454068717,JAYA PRAKASH NARAYAN EDUCATIONAL SOCIETY GROUP OF INSTITUTIONS,"OPPOSITE BAGHIRATHA COLONY
JPN NAGAR; BOOTHPUR ROAD",PHARMACY,PG,South-Central,Telangana,MAHABUBNAGAR,MAHABUBNAGAR,Unaided - Private,N,"N",449
2015-2016,1-2454068717,JAYA PRAKASH NARAYAN EDUCATIONAL SOCIETY GROUP OF INSTITUTIONS,"OPPOSITE BAGHIRATHA COLONY
JPN NAGAR; BOOTHPUR ROAD",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,MAHABUBNAGAR,MAHABUBNAGAR,Unaided - Private,N,"N",450
2015-2016,1-2454068717,JAYA PRAKASH NARAYAN EDUCATIONAL SOCIETY GROUP OF INSTITUTIONS,"OPPOSITE BAGHIRATHA COLONY
JPN NAGAR; BOOTHPUR ROAD",PHARMACY,UG,South-Central,Telangana,MAHABUBNAGAR,MAHABUBNAGAR,Unaided - Private,N,"N",451
2015-2016,1-2454068717,JAYA PRAKASH NARAYAN EDUCATIONAL SOCIETY GROUP OF INSTITUTIONS,"OPPOSITE BAGHIRATHA COLONY
JPN NAGAR; BOOTHPUR ROAD",ENGINEERING AND TECHNOLOGY,DIPLOMA,South-Central,Telangana,MAHABUBNAGAR,MAHABUBNAGAR,Unaided - Private,N,"N",452
2015-2016,1-2452931685,"IES COLLEGE OF PHARMACY, BHOPAL","IES CAMPUS KALKHEDA 
RATIBAD MAIN ROAD, BHOPAL 
PIN-462044",PHARMACY,PG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,"N",453
2015-2016,1-2452790271,SAFE INSTITUTE OF PHARMACY,"GRAM KANADIYA, TEH-SANWER, DIST.- INDORE (M.P.)-452016",PHARMACY,UG,Central,Madhya Pradesh,INDORE,INDORE,Unaided - Private,N,"N",454
2015-2016,1-2507465721,MANOHAR PHALKE POLYTECHNIC,"VASANTDADA PATIL PRATISHTHAN'S EDUCATIONAL COMPLEX. EASTERN EXPRESS HIGHWAY, NEAR EVERARD NAGAR, SION-CHUNABHATTI, MUMBAI.",ENGINEERING AND TECHNOLOGY,DIPLOMA,Western,Maharashtra,MUMBAI CITY,MUMBAI,Unaided - Private,N,"N",455
2015-2016,1-2479985099,ACADEMY OF BUSINESS AND ENGINEERING SCIENCES,"CAMPUS -1,             19TH KM. STONE
N.H.:24,                  DELHI-HAPUR BY PASS ROAD
VIJAY NAGAR",MCA,PG,Northern,Uttar Pradesh,GHAZIABAD,GHAZIABAD,Unaided - Private,N,"N",456
2015-2016,1-2479985099,ACADEMY OF BUSINESS AND ENGINEERING SCIENCES,"CAMPUS -1,             19TH KM. STONE
N.H.:24,                  DELHI-HAPUR BY PASS ROAD
VIJAY NAGAR",MANAGEMENT,PG,Northern,Uttar Pradesh,GHAZIABAD,GHAZIABAD,Unaided - Private,N,"N",457
2015-2016,1-2453315388,INTELLECTUAL INSTITUTE OF TECHNOLOGY,"GOTUKUR(V), 
KUDERU(M),
BELLARY ROAD,
ANANTAPUR-515711
ANDHRA PRADESH",ENGINEERING AND TECHNOLOGY,UG,South-Central,Andhra Pradesh,ANANTAPUR,ANANTAPUR,Unaided - Private,N,"N",458
2015-2016,1-2453315388,INTELLECTUAL INSTITUTE OF TECHNOLOGY,"GOTUKUR(V), 
KUDERU(M),
BELLARY ROAD,
ANANTAPUR-515711
ANDHRA PRADESH",MANAGEMENT,PG,South-Central,Andhra Pradesh,ANANTAPUR,ANANTAPUR,Unaided - Private,N,"N",459
2015-2016,1-2453322958,VARADHA REDDY COLLEGE OF ENGINEERING,"ANANTHASAGAR (VILL),
HASANPARTHY (MDL.),
WARANGAL.",ENGINEERING AND TECHNOLOGY,UG,South-Central,Telangana,WARANGAL,WARANGAL,Unaided - Private,N,"N",460
2015-2016,1-2492001795,"SHREE INSTITUTE OF SCIENCE AND TECHNOLOGY,","GONDERMAU, NEW JAIL ROAD, ABBAS NAGAR, NEAR RGPV",ENGINEERING AND TECHNOLOGY,UG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,"N",461
2015-2016,1-2455967491,PES INSTITUTE OF TECHNOLOGY - MCA,"100 FEET RING ROAD, BSK 3RD STAGE",MCA,PG,South-West,Karnataka,BANGALORE URBAN,BENGALURU,Unaided - Private,N,"N",462
2015-2016,1-2490667721,SWAMI VIVEKANANDA COLLEGE OF COMPUTER SCIENCE & MANAGEMENT,"VILL: PAMENA
TEHSIL: CHEVELLA
DIST: RANGA REDDY
STATE: ANDHRA PRADESH",MCA,PG,South-Central,Telangana,RANGAREDDI,PAMENA,Unaided - Private,N,"N",463
2015-2016,1-2490667721,SWAMI VIVEKANANDA COLLEGE OF COMPUTER SCIENCE & MANAGEMENT,"VILL: PAMENA
TEHSIL: CHEVELLA
DIST: RANGA REDDY
STATE: ANDHRA PRADESH",MANAGEMENT,PG,South-Central,Telangana,RANGAREDDI,PAMENA,Unaided - Private,N,"N",464
2015-2016,1-2453202818,KRISHNA GIRLS ENGG. COLLEGE,"GRAM: BHAWANIPUR, POST MANDHANA,KANPUR-209217",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,KANPUR NAGAR,KANPUR,Unaided - Private,Y,"N",465
2015-2016,1-2453202818,KRISHNA GIRLS ENGG. COLLEGE,"GRAM: BHAWANIPUR, POST MANDHANA,KANPUR-209217",MANAGEMENT,PG,Northern,Uttar Pradesh,KANPUR NAGAR,KANPUR,Unaided - Private,Y,"N",466
2015-2016,1-2454989883,ADVENT INSTITUTE OF MANAGEMENT STUDIES,"""KNOWLEDGE PARK"" VILLAGE FERNIO-KA-GUDA, TEHSIL THUR",MANAGEMENT,PG,North-West,Rajasthan,UDAIPUR,UDAIPUR,Unaided - Private,N,"N",467
2015-2016,1-2454989883,ADVENT INSTITUTE OF MANAGEMENT STUDIES,"""KNOWLEDGE PARK"" VILLAGE FERNIO-KA-GUDA, TEHSIL THUR",MCA,PG,North-West,Rajasthan,UDAIPUR,UDAIPUR,Unaided - Private,N,"N",468
2015-2016,1-2521724311,AWARE MADHAVANJI INTERNATIONAL INSTITUTE OF MANAGEMENT,"BHAGAVATHIPURAM, MAHABATHNAGAR VILLAGE, TUMMULUR, MAHESHWARAM MANDALAM, R.R.DIST",MANAGEMENT,PG,South-Central,Telangana,RANGAREDDI,MAHESHWARAM,Unaided - Private,N,"N",469
2015-2016,1-2454851970,MANAGEMENT & COMMERCE INSTITUTE OF GLOBAL SYNERGY," LOHAGAL-PANCHSHEEL  ROAD, LOHAGAL, AJMER - 305004",MANAGEMENT,PG,North-West,Rajasthan,AJMER,AJMER,Unaided - Private,N,"N",470
2015-2016,1-2492594311,INSTITUTE OF MANAGEMENT STUDIES(IMS),"MAKKAWALA GREENS,
P.O. BHAGWANTPUR,
MUSSOORIE DIVERSION ROAD,
DEHRADUN",MCA,PG,Northern,Uttarakhand,DEHRADUN,DEHRADUN,Unaided - Private,N,"N",471
2015-2016,1-2514946647,GOLD FIELD INSTITUTE OF TECHNOLOGY AND MANAGEMENT,"VILL.- CHHAINSA
TEH.- BALLABGARH,FARIDABAD",ENGINEERING AND TECHNOLOGY,UG,North-West,Haryana,FARIDABAD,BALLABGARH,Unaided - Private,N,"N",472
2015-2016,1-2514946647,GOLD FIELD INSTITUTE OF TECHNOLOGY AND MANAGEMENT,"VILL.- CHHAINSA
TEH.- BALLABGARH,FARIDABAD",MANAGEMENT,PG,North-West,Haryana,FARIDABAD,BALLABGARH,Unaided - Private,N,"N",473
2015-2016,1-2516293052,MESCO INSTITUTE OF MANAGEMENT & COMPUTER SCIENCES,"# 13-5-741, MESCO EDUCATIONAL COMPLEX, MUSTAIDPURA, KARWAN",MCA,PG,South-Central,Telangana,HYDERABAD,HYDERABAD,Unaided - Private,N,"Y",474
2015-2016,1-2453516978,BANNARI AMMAN INSTITUTE OF TECHNOLOGY - MCA (STAND ALONE),"BANNARI AMMAN INSTITUTE OF TECHNOLOGY
SATHY-BHAVANI STATE HIGHWAYS
ALATHUKOMBAI-  POST
SATHYAMANGALAM 638 401
ERODE DIST
TAMIL NADU",MCA,PG,Southern,Tamil Nadu,ERODE,SATHYAMANGALAM,Unaided - Private,N,"N",475
2015-2016,1-2453310134,INTERNATIONAL SCHOOL OF BUSINESS MANAGEMENT,"288,
BHATKHURI
GANGAPARA
JANLA
BHUBANESWAR",MANAGEMENT,PG,Eastern,Odisha,KHORDHA,BHUBANESWAR,Unaided - Private,N,"N",476
2015-2016,1-2516434041,SHRI MAHARSHI DAYANAND SARASWATI MBA COLLEGE,"B/H  H.P. PETROL PUMP,
NEAR SOMNATH GINNING,
STATE HIGHWAY NO. 24,
TANKARA,
DIST- RAJKOT
PIN. 363650",MANAGEMENT,PG,Central,Gujarat,RAJKOT,TANKARA,Unaided - Private,N,"N",477
2015-2016,1-2516434103,KODADA INSTITUTE OF INFORMATICS FOR WOMEN,"NEAR: RANGANIGUDI,
ANANTHAGIRI ROAD,
KODAD,
NALGONDA DIST.",MCA,PG,South-Central,Telangana,NALGONDA,KODAD,Unaided - Private,Y,"N",478
2015-2016,1-2516434103,KODADA INSTITUTE OF INFORMATICS FOR WOMEN,"NEAR: RANGANIGUDI,
ANANTHAGIRI ROAD,
KODAD,
NALGONDA DIST.",MANAGEMENT,PG,South-Central,Telangana,NALGONDA,KODAD,Unaided - Private,Y,"N",479
2015-2016,1-2516477488,ANDHRA YUVATHI MANDALI SCHOOL OF PHARMACY FOR WOMEN,"3-4-759/4,ANDHRA YUVATHI MANDALI CAMPUS, BARKATPURA, HYDERABAD.",PHARMACY,UG,South-Central,Telangana,HYDERABAD,HYDERABAD,Unaided - Private,Y,"N",480
2015-2016,1-2456295366,APOLLO SUBBULAKSHMI POLYTECHNIC COLLEGE,"KUNNATHUR VILLAGE, ILLUPUR, PUDUKKOTTAI DISTRICT",ENGINEERING AND TECHNOLOGY,DIPLOMA,Southern,Tamil Nadu,PUDUKKOTTAI,VILLAGE,Unaided - Private,N,"N",481
2015-2016,1-2452931685,"IES COLLEGE OF PHARMACY, BHOPAL","IES CAMPUS KALKHEDA 
RATIBAD MAIN ROAD, BHOPAL 
PIN-462044",PHARMACY,UG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,"N",482
2015-2016,1-2504367991,R. V. NORTHLAND INSTITUTE OF TECHNOLOGY,"18 KM ON GHAZIABAD-BULANDSHAHAR G. T. ROAD, DADRI, GREATER NOIDA, GAUTAM BUDH NAGAR",ENGINEERING AND TECHNOLOGY,UG,Northern,Uttar Pradesh,GAUTAM BUDDHA NAGAR,NOIDA,Unaided - Private,N,"N",483
2015-2016,1-2450477863,ASIAN INSTITUTE OF ENGINEERING & TECHNOLOGY,"VILLAGE- HABIBPUR, POST- KAKORI, DIST.- LUCKNOW",MANAGEMENT,PG,Northern,Uttar Pradesh,LUCKNOW,LUCKNOW,Unaided - Private,N,"N",484
2015-2016,1-2479983079,DIT SCHOOL OF BUSINESS,"PLOT NO. 48-A, KNOWLEDGE PARK-III, GREATER NOIDA",MANAGEMENT,PG,Northern,Uttar Pradesh,GAUTHAM BUDDHA NAGAR,GREATER NOIDA,Unaided - Private,N,"N",485
2015-2016,1-2503973625,SRI VENKATESWARA ENGINEERING COLLEGE,"52ND K.M. SOTNE, DELHI AMBALA N.H. 1, VILLAGE PIPLI KHERA, TEHSIL GANAUR",ENGINEERING AND TECHNOLOGY,UG,North-West,Haryana,SONEPAT,PIPLI KHERA,Unaided - Private,N,"N",486
2015-2016,1-2453315388,INTELLECTUAL INSTITUTE OF TECHNOLOGY,"GOTUKUR(V), 
KUDERU(M),
BELLARY ROAD,
ANANTAPUR-515711
ANDHRA PRADESH",ENGINEERING AND TECHNOLOGY,PG,South-Central,Andhra Pradesh,ANANTAPUR,ANANTAPUR,Unaided - Private,N,"N",487
2015-2016,1-2455131159,"SARASWATI COLLEGE OF POLYTECHNIC, HISAR","VILLAGE MANGALI BRAHMNAN (MANGALI AKLAN)
12TH KM STONE TOSHAM ROAD HISAR",ENGINEERING AND TECHNOLOGY,DIPLOMA,North-West,Haryana,HISAR,HISAR,Unaided - Private,N,"N",488
2015-2016,1-2455915310,CBS POLYTECHNIC,"8 KM MILESTONE JHAJJAR - KOSLI ROAD, VILLAGE-FATEHPURI DISTT-JHAJJAR, HARYANA",ENGINEERING AND TECHNOLOGY,DIPLOMA,North-West,Haryana,JHAJJAR,JHAJJAR,Unaided - Private,N,"N",489
2015-2016,1-2492001795,"SHREE INSTITUTE OF SCIENCE AND TECHNOLOGY,","GONDERMAU, NEW JAIL ROAD, ABBAS NAGAR, NEAR RGPV",MANAGEMENT,PG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,"N",490
2015-2016,1-2492001795,"SHREE INSTITUTE OF SCIENCE AND TECHNOLOGY,","GONDERMAU, NEW JAIL ROAD, ABBAS NAGAR, NEAR RGPV",ENGINEERING AND TECHNOLOGY,PG,Central,Madhya Pradesh,BHOPAL,BHOPAL,Unaided - Private,N,"N",491
2015-2016,1-2513058401,INSTITUTE OF MANAGEMENT STUDIES,"MAKKAWALA GREENS, P.O. BHAGWANTPUR,
MUSSOORIE DIVERSION ROAD,
DEHRADUN-248009 (UTTARAKHAND)",MANAGEMENT,PG,Northern,Uttarakhand,DEHRADUN,DEHRADUN,Unaided - Private,N,"N",492
2015-2016,1-2490667925,DHARESHWAR INSTITUTE OF MANAGEMENT,"S. NO. 48, DHAYARI, TAL. HAVELI, DIST,PUNE",MANAGEMENT,PG,Western,Maharashtra,PUNE,PUNE,Unaided - Private,N,"N",493
2015-2016,1-2451663331,KODAIKANAL INSTITUTE OF TECHNOLOGY,"MACHUR POST
KODAIKANAL",ENGINEERING AND TECHNOLOGY,UG,Southern,Tamil Nadu,DINDIGUL,KODAIKANAL,Unaided - Private,N,"N",494
2015-2016,1-2451663331,KODAIKANAL INSTITUTE OF TECHNOLOGY,"MACHUR POST
KODAIKANAL",MCA,PG,Southern,Tamil Nadu,DINDIGUL,KODAIKANAL,Unaided - Private,N,"N",495
2015-2016,1-2451625612,VEL TECH MULTI TECH  DR. RANGARAJAN DR. SAKUNTHALA  ENGINEERING COLLEGE,"42,ALAMATHI ROAD,AVADI",MANAGEMENT,PG,Southern,Tamil Nadu,THIRUVALLUR,CHENNAI,Unaided - Private,N,"Y",496
2015-2016,1-2451627004,J.J.COLLEGE OF ENGINEERING AND TECHNOLOGY(MCA),"AMMAPETTAI, POOLANKULATHUPATTI,",MCA,PG,Southern,Tamil Nadu,TIRUCHIRAPPALLI,TIRUCHIRAPPALLI,Unaided - Private,N,"N",497
